arabic_sentence,franco_arabic
"تاون هاوس  للبيع في فيليت 257 متر ب 4 أوض و 5 حمامات, بسعر 12600000 في القاهرة الجديدة",tawn haws  llby3 fy fylyt 257 mtr b 4 2w9d w 5 7mamat bs3r 12600000 fy alqahrh algdydh
"فيلا متوسطه بدروم للبيع في فيليت سوديك 350 متر ب 4 أوض و 5 حمامات, بسعر 25000000 في القاهرة الجديدة",fyla mtws6h bdrwm llby3 fy fylyt swdyk 350 mtr b 4 2w9d w 5 7mamat bs3r 25000000 fy alqahrh algdydh
"فيلا متوسطة مع بدروم للبيع في فيليت سوديك 550 متر ب 4 أوض و 5 حمامات, بسعر 30000000 في القاهرة الجديدة",fyla mtws6h m3 bdrwm llby3 fy fylyt swdyk 550 mtr b 4 2w9d w 5 7mamat bs3r 30000000 fy alqahrh algdydh
"فيلا مستقلة للبيع بكمبوند فيليت سوديك 313 متر ب 6 أوض و 5 حمامات, بسعر 20000000 في القاهرة الجديدة",fyla mstqlh llby3 bkmbwnd fylyt swdyk 313 mtr b 6 2w9d w 5 7mamat bs3r 20000000 fy alqahrh algdydh
"فيلا متوسطه بدروم للبيع في فيليت سوديك 530 متر ب 4 أوض و 5 حمامات, بسعر 25000000 في القاهرة الجديدة",fyla mtws6h bdrwm llby3 fy fylyt swdyk 530 mtr b 4 2w9d w 5 7mamat bs3r 25000000 fy alqahrh algdydh
"تاون هاوس للبيع بكمبوند فيليت سوديك 257 متر ب 4 أوض و 5 حمامات, بسعر 12500000 في القاهرة الجديدة",tawn haws llby3 bkmbwnd fylyt swdyk 257 mtr b 4 2w9d w 5 7mamat bs3r 12500000 fy alqahrh algdydh
"فيلا مستقلة للبيع بكمبوند فيليت سوديك 303 متر ب 4 أوض و 5 حمامات, بسعر 21000000 في القاهرة الجديدة",fyla mstqlh llby3 bkmbwnd fylyt swdyk 303 mtr b 4 2w9d w 5 7mamat bs3r 21000000 fy alqahrh algdydh
"فيلا مستقلة للبيع بكمبوند فيليت سوديك 303 متر ب أوضتين و حمامين, بسعر 22000000 في القاهرة الجديدة",fyla mstqlh llby3 bkmbwnd fylyt swdyk 303 mtr b 2w9dtyn w 7mamyn bs3r 22000000 fy alqahrh algdydh
"فيلا مستقله بدروم للبيع في فيليت سوديك 450 متر ب أوضتين و حمامين, بسعر 30000000 في القاهرة الجديدة",fyla mstqlh bdrwm llby3 fy fylyt swdyk 450 mtr b 2w9dtyn w 7mamyn bs3r 30000000 fy alqahrh algdydh
"تاون هاوس ميدل للبيع في فيليت سوديك 258 متر ب 3 أوض و 3 حمامات, بسعر 12600000 في القاهرة الجديدة",tawn haws mydl llby3 fy fylyt swdyk 258 mtr b 3 2w9d w 3 7mamat bs3r 12600000 fy alqahrh algdydh
"تاون هاوس ميدل للبيع في فيليت سوديك (موقع متميز جدا) 258 متر ب 3 أوض و 3 حمامات, بسعر 12300000 في القاهرة الجديدة",tawn haws mydl llby3 fy fylyt swdyk (mwq3 mtmyz gda) 258 mtr b 3 2w9d w 3 7mamat bs3r 12300000 fy alqahrh algdydh
"تاون هاوس ميدل للبيع في فيليت سوديك 285 متر ب 3 أوض و 3 حمامات, بسعر 14200000 في القاهرة الجديدة",tawn haws mydl llby3 fy fylyt swdyk 285 mtr b 3 2w9d w 3 7mamat bs3r 14200000 fy alqahrh algdydh
"شقة للبيع بالتقسيط فى هاب تاون 138 متر ب 3 أوض و 3 حمامات, بسعر 2200000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 138 mtr b 3 2w9d w 3 7mamat bs3r 2200000 fy madynaty
"شقة للبيع بالتقسيط في هاب تاون 168 متر ب أوضتين و حمامين, بسعر 2800000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 168 mtr b 2w9dtyn w 7mamyn bs3r 2800000 fy madynaty
"شقة للبيع بالتقسيط في هاب تاون 168 متر ب أوضتين و حمامين, بسعر 2600000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 168 mtr b 2w9dtyn w 7mamyn bs3r 2600000 fy madynaty
"شقة للبيع بالتقسيط في هاب تاون 168 متر ب 3 أوض و 3 حمامات, بسعر 2700000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 168 mtr b 3 2w9d w 3 7mamat bs3r 2700000 fy madynaty
"شقة للبيع بالتقسيط فى هاب تاون 195 متر ب 3 أوض و 3 حمامات, بسعر 3234000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 195 mtr b 3 2w9d w 3 7mamat bs3r 3234000 fy madynaty
"شقة للبيع بالتقسيط في هاب تاون 168 متر ب 5 أوض و 6 حمامات, بسعر 3300000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 168 mtr b 5 2w9d w 6 7mamat bs3r 3300000 fy madynaty
"شقة 138 م بالتقسيط (تطل على معالم مائية) في هاب تاون ب 5 أوض و 6 حمامات, بسعر 2200000 في ماديناتي",shqh 138 m baltqsy6 (t6l 3ly m3alm ma2yh) fy hab tawn b 5 2w9d w 6 7mamat bs3r 2200000 fy madynaty
"شقة للبيع بالتقسيط (تطل على معالم مائية) في هاب تاون 138 متر ب 4 أوض و 5 حمامات, بسعر 2200000 في ماديناتي",shqh llby3 baltqsy6 (t6l 3ly m3alm ma2yh) fy hab tawn 138 mtr b 4 2w9d w 5 7mamat bs3r 2200000 fy madynaty
"شقة للبيع بالتقسيط فى هاب تاون 195 متر ب 5 أوض و 6 حمامات, بسعر 3444000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 195 mtr b 5 2w9d w 6 7mamat bs3r 3444000 fy madynaty
"شقة للبيع بالتقسيط فى هاب تاون 195 متر ب 5 أوض و 6 حمامات, بسعر 3340000 في ماديناتي",shqh llby3 baltqsy6 fy hab tawn 195 mtr b 5 2w9d w 6 7mamat bs3r 3340000 fy madynaty
"فيلا مستقلة للبيع فى بيلاجيو 500 متر ب 5 أوض و 6 حمامات, بسعر 20000000 في القاهرة الجديدة",fyla mstqlh llby3 fy bylagyw 500 mtr b 5 2w9d w 6 7mamat bs3r 20000000 fy alqahrh algdydh
"فيلا مستقلة للبيع متشطبة بالكامل فى بيلاجيو 600 متر ب 3 أوض و 3 حمامات, بسعر 25000000 في القاهرة الجديدة",fyla mstqlh llby3 mtsh6bh balkaml fy bylagyw 600 mtr b 3 2w9d w 3 7mamat bs3r 25000000 fy alqahrh algdydh
"تاون هوز للبيع تشطيب كامل فى بيلاجيو 435 متر ب 6 أوض و 5 حمامات, بسعر 14000000 في القاهرة الجديدة",tawn hwz llby3 tsh6yb kaml fy bylagyw 435 mtr b 6 2w9d w 5 7mamat bs3r 14000000 fy alqahrh algdydh
"تاون هاوس للبيع كامل التشطيب فى بيلاجيو 510 متر ب 6 أوض و 5 حمامات, بسعر 17500000 في القاهرة الجديدة",tawn haws llby3 kaml altsh6yb fy bylagyw 510 mtr b 6 2w9d w 5 7mamat bs3r 17500000 fy alqahrh algdydh
"فيلا مستقلة للبيع فى بيلاجيو 500 متر ب 3 أوض و 3 حمامات, بسعر 19000000 في القاهرة الجديدة",fyla mstqlh llby3 fy bylagyw 500 mtr b 3 2w9d w 3 7mamat bs3r 19000000 fy alqahrh algdydh
"فيلا مستقلة للبيع فى بيلاجيو 523 متر ب 5 أوض و 5 حمامات, بسعر 17200000 في القاهرة الجديدة",fyla mstqlh llby3 fy bylagyw 523 mtr b 5 2w9d w 5 7mamat bs3r 17200000 fy alqahrh algdydh
"شقة بنتهاوس للبيع  فى سكوير 170 متر ب 3 أوض و 3 حمامات, بسعر 2600000 في القاهرة الجديدة",shqh bnthaws llby3  fy skwyr 170 mtr b 3 2w9d w 3 7mamat bs3r 2600000 fy alqahrh algdydh
"توين هاوس للبيع متشطب بالكامل  في سكوير 330 متر ب 3 أوض و حمامين, بسعر 15000000 في القاهرة الجديدة",twyn haws llby3 mtsh6b balkaml  fy skwyr 330 mtr b 3 2w9d w 7mamyn bs3r 15000000 fy alqahrh algdydh
"توين هاوس للبيع في ذا سكوير 330 متر ب 3 أوض و حمامين, بسعر 10500000 في القاهرة الجديدة",twyn haws llby3 fy dha skwyr 330 mtr b 3 2w9d w 7mamyn bs3r 10500000 fy alqahrh algdydh
"شقة للبيع في ذا سكوير 168 متر ب 3 أوض و 3 حمامات, بسعر 3075000 في القاهرة الجديدة",shqh llby3 fy dha skwyr 168 mtr b 3 2w9d w 3 7mamat bs3r 3075000 fy alqahrh algdydh
"توين هاوس للبيع  فى ذا سكوير 280 متر ب 3 أوض و 3 حمامات, بسعر 8400000 في القاهرة الجديدة",twyn haws llby3  fy dha skwyr 280 mtr b 3 2w9d w 3 7mamat bs3r 8400000 fy alqahrh algdydh
"دوبلكس بنتهاوس للبيع فى سكوير 170 متر ب 3 أوض و حمامين, بسعر 2850000 في القاهرة الجديدة",dwblks bnthaws llby3 fy skwyr 170 mtr b 3 2w9d w 7mamyn bs3r 2850000 fy alqahrh algdydh
"شقة للبيع  فى سكوير 170 متر ب أوضتين و حمامين, بسعر 2600000 في القاهرة الجديدة",shqh llby3  fy skwyr 170 mtr b 2w9dtyn w 7mamyn bs3r 2600000 fy alqahrh algdydh
"شقة بحديقة للبيع  في ذا سكوير 170 متر ب 3 أوض و 3 حمامات, بسعر 3400000 في القاهرة الجديدة",shqh b7dyqh llby3  fy dha skwyr 170 mtr b 3 2w9d w 3 7mamat bs3r 3400000 fy alqahrh algdydh
"شقة للبيع متشطبة بالكامل فى سكوير 185 متر ب 5 أوض و 3 حمامات, بسعر 3700000 في القاهرة الجديدة",shqh llby3 mtsh6bh balkaml fy skwyr 185 mtr b 5 2w9d w 3 7mamat bs3r 3700000 fy alqahrh algdydh
"شقة كاملة التشطيب للبيع في ماونتن فيو هايد بارك 167 متر ب 3 أوض و 3 حمامات, بسعر 5775000 في القاهرة الجديدة",shqh kamlh altsh6yb llby3 fy mawntn fyw hayd bark 167 mtr b 3 2w9d w 3 7mamat bs3r 5775000 fy alqahrh algdydh
"شقة بحديقة للبيع متشطبة بالكامل فى سكوير 172 متر ب 5 أوض و 4 حمامات, بسعر 6750000 في القاهرة الجديدة",shqh b7dyqh llby3 mtsh6bh balkaml fy skwyr 172 mtr b 5 2w9d w 4 7mamat bs3r 6750000 fy alqahrh algdydh
"شقة بحديقة للبيع فى ذا سكوير 139 متر ب 4 أوض و 4 حمامات, بسعر 3000000 في القاهرة الجديدة",shqh b7dyqh llby3 fy dha skwyr 139 mtr b 4 2w9d w 4 7mamat bs3r 3000000 fy alqahrh algdydh
"شقة بسعر أقل من السوق + بنتهاوس للبيع بالإضافة إلى 2 موقف سيارات في المربع ب 3 أوض و حمامين, بسعر 2950000 في القاهرة الجديدة",shqh bs3r 2ql mn alswq + bnthaws llby3 bal29dafh 2ly 2 mwqf syarat fy almrb3 b 3 2w9d w 7mamyn bs3r 2950000 fy alqahrh algdydh
"دوبلكس بحديقة للبيع في ذا سكوير 340 متر ب 3 أوض و حمامين, بسعر 6000000 في القاهرة الجديدة",dwblks b7dyqh llby3 fy dha skwyr 340 mtr b 3 2w9d w 7mamyn bs3r 6000000 fy alqahrh algdydh
"شقة بحديقة للبيع متشطبة بالكامل فى سكوير 172 متر ب أوضتين و 3 حمامات, بسعر 4500000 في القاهرة الجديدة",shqh b7dyqh llby3 mtsh6bh balkaml fy skwyr 172 mtr b 2w9dtyn w 3 7mamat bs3r 4500000 fy alqahrh algdydh
"توين هاوس كامل التشطيب للبيع 280 متر ب أوضتين و 3 حمامات, بسعر 9975000 في القاهرة الجديدة",twyn haws kaml altsh6yb llby3 280 mtr b 2w9dtyn w 3 7mamat bs3r 9975000 fy alqahrh algdydh
"تاون هاوس للبيع متشطب في ذا سكوير 262 متر ب 4 أوض و 4 حمامات, بسعر 8000000 في القاهرة الجديدة",tawn haws llby3 mtsh6b fy dha skwyr 262 mtr b 4 2w9d w 4 7mamat bs3r 8000000 fy alqahrh algdydh
"توين هاوس للبيع فى ذا سكوير 285 متر ب 5 أوض و 5 حمامات, بسعر 75000000 في القاهرة الجديدة",twyn haws llby3 fy dha skwyr 285 mtr b 5 2w9d w 5 7mamat bs3r 75000000 fy alqahrh algdydh
"شقة للبيع في ذا سكوير 162 متر ب 4 أوض و 5 حمامات, بسعر 3500000 في القاهرة الجديدة",shqh llby3 fy dha skwyr 162 mtr b 4 2w9d w 5 7mamat bs3r 3500000 fy alqahrh algdydh
"شقة مطلة على الحديقة متاحة للبيع متشطبة بالكامل في القطامية بلازا 160 متر ب 6 أوض و 5 حمامات, بسعر 6000000 في القاهرة الجديدة",shqh m6lh 3ly al7dyqh mta7h llby3 mtsh6bh balkaml fy alq6amyh blaza 160 mtr b 6 2w9d w 5 7mamat bs3r 6000000 fy alqahrh algdydh
"شقة للبيع موقع رئيسي (إطلالة على المسبح) في القطامية بلازا 275 متر ب 4 أوض و 5 حمامات, بسعر 4407500 في القاهرة الجديدة",shqh llby3 mwq3 r2ysy (26lalh 3ly almsb7) fy alq6amyh blaza 275 mtr b 4 2w9d w 5 7mamat bs3r 4407500 fy alqahrh algdydh
"شقة بنتهاوس للبيع (على حمام السباحة) في القطامية بلازا 275 متر ب 4 أوض و 3 حمامات, بسعر 7875000 في القاهرة الجديدة",shqh bnthaws llby3 (3ly 7mam alsba7h) fy alq6amyh blaza 275 mtr b 4 2w9d w 3 7mamat bs3r 7875000 fy alqahrh algdydh
"فيلا مستقلة للبيع فى مكسيم 400 متر ب 4 أوض و 4 حمامات, بسعر 12600000 في الشروق",fyla mstqlh llby3 fy mksym 400 mtr b 4 2w9d w 4 7mamat bs3r 12600000 fy alshrwq
"فيلا مستقلة للبيع فى مكسيم 400 متر ب 3 أوض و حمامين, بسعر 15750000 في الشروق",fyla mstqlh llby3 fy mksym 400 mtr b 3 2w9d w 7mamyn bs3r 15750000 fy alshrwq
"فيلا منفصلة بموقع متميز للبيع فى مكسيم 825 متر ب أوضة و حمام, بسعر 30000000 في الشروق",fyla mnf9lh bmwq3 mtmyz llby3 fy mksym 825 mtr b 2w9dh w 7mam bs3r 30000000 fy alshrwq
"فيلا مستقلة من للبيع مكسيم 600 متر ب 4 أوض و 4 حمامات, بسعر 17850000 في الشروق",fyla mstqlh mn llby3 mksym 600 mtr b 4 2w9d w 4 7mamat bs3r 17850000 fy alshrwq
"فيلا مستقلة للبيع فى مكسيم 425 متر ب 3 أوض و 4 حمامات, بسعر 15750000 في الشروق",fyla mstqlh llby3 fy mksym 425 mtr b 3 2w9d w 4 7mamat bs3r 15750000 fy alshrwq
"اي فيلا بحديقه للبيع في ماونتن فيو هايد بارك 278 متر ب 3 أوض و 3 حمامات, بسعر 8500000 في القاهرة الجديدة",ay fyla b7dyqh llby3 fy mawntn fyw hayd bark 278 mtr b 3 2w9d w 3 7mamat bs3r 8500000 fy alqahrh algdydh
"الآن متاح للبيع شقة فاخرة بالقاهرة الجديدة في فيلدج جيت بالم هيلز 152 متر ب 3 أوض و 4 حمامات, بسعر 4100000 في القاهرة الجديدة",alآn mta7 llby3 shqh fa5rh balqahrh algdydh fy fyldg gyt balm hylz 152 mtr b 3 2w9d w 4 7mamat bs3r 4100000 fy alqahrh algdydh
"ستوديو متاح للبيع في فيلدج جيت القاهرة الجديدة 88 متر ب 4 أوض و 4 حمامات, بسعر 3300000 في القاهرة الجديدة",stwdyw mta7 llby3 fy fyldg gyt alqahrh algdydh 88 mtr b 4 2w9d w 4 7mamat bs3r 3300000 fy alqahrh algdydh
"اي فيلا بحديقه للبيع في ماونتن فيو هايد بارك 278 متر ب أوضتين و حمامين, بسعر 7000000 في القاهرة الجديدة",ay fyla b7dyqh llby3 fy mawntn fyw hayd bark 278 mtr b 2w9dtyn w 7mamyn bs3r 7000000 fy alqahrh algdydh
"فيلدج جيت دوبلكس بحديقة بتشطيب كامل بالمطبخ و التكييف متاحة الآن للبيع 195 متر ب أوضة و حمام, بسعر 6150000 في القاهرة الجديدة",fyldg gyt dwblks b7dyqh btsh6yb kaml balm6b5 w altkyyf mta7h alآn llby3 195 mtr b 2w9dh w 7mam bs3r 6150000 fy alqahrh algdydh
"شقة للبيع فى ماونتن فيو هايد بارك 199 متر ب 3 أوض و 3 حمامات, بسعر 4300000 في القاهرة الجديدة",shqh llby3 fy mawntn fyw hayd bark 199 mtr b 3 2w9d w 3 7mamat bs3r 4300000 fy alqahrh algdydh
"شقة فيلدج جيت بنتهاوس للبيع 203 متر ب 4 أوض و 4 حمامات, بسعر 4000000 في القاهرة الجديدة",shqh fyldg gyt bnthaws llby3 203 mtr b 4 2w9d w 4 7mamat bs3r 4000000 fy alqahrh algdydh
"اي فيلا رووف متشطبة للبيع في ماونتن فيو هايد بارك 305 متر ب 4 أوض و 4 حمامات, بسعر 9000000 في القاهرة الجديدة",ay fyla rwwf mtsh6bh llby3 fy mawntn fyw hayd bark 305 mtr b 4 2w9d w 4 7mamat bs3r 9000000 fy alqahrh algdydh
"الآن متاح للبيع شقة فاخرة بالقاهرة الجديدة في فيلدج جيت بالم هيلز 150 متر ب 3 أوض و 3 حمامات, بسعر 4000000 في القاهرة الجديدة",alآn mta7 llby3 shqh fa5rh balqahrh algdydh fy fyldg gyt balm hylz 150 mtr b 3 2w9d w 3 7mamat bs3r 4000000 fy alqahrh algdydh
"ستوديو متاح للبيع في فيلدج جيت القاهرة الجديدة 55 متر ب أوضتين و حمامين, بسعر 3075000 في القاهرة الجديدة",stwdyw mta7 llby3 fy fyldg gyt alqahrh algdydh 55 mtr b 2w9dtyn w 7mamyn bs3r 3075000 fy alqahrh algdydh
"شقة للبيع في ماونتن فيو هايد بارك 275 متر ب 3 أوض و 3 حمامات, بسعر 23633800 في القاهرة الجديدة",shqh llby3 fy mawntn fyw hayd bark 275 mtr b 3 2w9d w 3 7mamat bs3r 23633800 fy alqahrh algdydh
"اي فيلا بحديقه للبيع 324 متر ب أوضتين و حمامين, بسعر 12000000 في القاهرة الجديدة",ay fyla b7dyqh llby3 324 mtr b 2w9dtyn w 7mamyn bs3r 12000000 fy alqahrh algdydh
"اي فيلا رووف 305 متر مربع ب 4 أوض و 4 حمامات, بسعر 5640000 في القاهرة الجديدة",ay fyla rwwf 305 mtr mrb3 b 4 2w9d w 4 7mamat bs3r 5640000 fy alqahrh algdydh
"اي فيلا رووف 305 متر مربع ب 3 أوض و 3 حمامات, بسعر 6700000 في القاهرة الجديدة",ay fyla rwwf 305 mtr mrb3 b 3 2w9d w 3 7mamat bs3r 6700000 fy alqahrh algdydh
"شقة للبيع فى ماونتن فيو هايد بارك 133 متر ب 4 أوض و 5 حمامات, بسعر 4550000 في القاهرة الجديدة",shqh llby3 fy mawntn fyw hayd bark 133 mtr b 4 2w9d w 5 7mamat bs3r 4550000 fy alqahrh algdydh
"شقة للبيع فى ماونتن فيو هايد بارك 199 متر ب 4 أوض و 6 حمامات, بسعر 7700000 في القاهرة الجديدة",shqh llby3 fy mawntn fyw hayd bark 199 mtr b 4 2w9d w 6 7mamat bs3r 7700000 fy alqahrh algdydh
"شقة كاملة التشطيب للبيع فى ماونتن فيو هايد بارك 133 متر ب 3 أوض و 4 حمامات, بسعر 4200000 في القاهرة الجديدة",shqh kamlh altsh6yb llby3 fy mawntn fyw hayd bark 133 mtr b 3 2w9d w 4 7mamat bs3r 4200000 fy alqahrh algdydh
"اي فيلا رووف 278 متر مربع في MVHP ب 3 أوض و 4 حمامات, بسعر 8000000 في القاهرة الجديدة",ay fyla rwwf 278 mtr mrb3 fy MVHP b 3 2w9d w 4 7mamat bs3r 8000000 fy alqahrh algdydh
"شقة+بنتهاوس في MVHP 160 متر ب 4 أوض و 4 حمامات, بسعر 4100000 في القاهرة الجديدة",shqh+bnthaws fy MVHP 160 mtr b 4 2w9d w 4 7mamat bs3r 4100000 fy alqahrh algdydh
"توين هاوس في MVHP بمساحة 367 متر مربع للأرض ب 3 أوض و 3 حمامات, بسعر 24000000 في القاهرة الجديدة",twyn haws fy MVHP bmsa7h 367 mtr mrb3 ll2r9d b 3 2w9d w 3 7mamat bs3r 24000000 fy alqahrh algdydh
"توين هاوس في MVHP بحديقة خاصة 376 متر ب 4 أوض و 3 حمامات, بسعر 13900000 في القاهرة الجديدة",twyn haws fy MVHP b7dyqh 5a9h 376 mtr b 4 2w9d w 3 7mamat bs3r 13900000 fy alqahrh algdydh
"اي فيلا رووف للبيع في MVHP بمساحة 305 متر مربع ب 4 أوض و 3 حمامات, بسعر 8500000 في القاهرة الجديدة",ay fyla rwwf llby3 fy MVHP bmsa7h 305 mtr mrb3 b 4 2w9d w 3 7mamat bs3r 8500000 fy alqahrh algdydh
"اي فيلا رووف للبيع في MVHP بمساحة 305 متر مربع ب 4 أوض و 3 حمامات, بسعر 6500000 في القاهرة الجديدة",ay fyla rwwf llby3 fy MVHP bmsa7h 305 mtr mrb3 b 4 2w9d w 3 7mamat bs3r 6500000 fy alqahrh algdydh
"اي فيلا رووف للبيع في MVHP بمساحة 305 متر مربع ب 4 أوض و 3 حمامات, بسعر 7895000 في القاهرة الجديدة",ay fyla rwwf llby3 fy MVHP bmsa7h 305 mtr mrb3 b 4 2w9d w 3 7mamat bs3r 7895000 fy alqahrh algdydh
"دوبلكس للبيع في ماونتن فيو هايد بارك 300 متر ب 4 أوض و 3 حمامات, بسعر 24999112 في القاهرة الجديدة",dwblks llby3 fy mawntn fyw hayd bark 300 mtr b 4 2w9d w 3 7mamat bs3r 24999112 fy alqahrh algdydh
"توين هاوس للبيع فى ديار بارك 300 متر ب 4 أوض و 3 حمامات, بسعر 12000000 في القاهرة الجديدة",twyn haws llby3 fy dyar bark 300 mtr b 4 2w9d w 3 7mamat bs3r 12000000 fy alqahrh algdydh
"تاون هاوس للبيع في ديار بارك 254 متر ب 4 أوض و 3 حمامات, بسعر 12000000 في القاهرة الجديدة",tawn haws llby3 fy dyar bark 254 mtr b 4 2w9d w 3 7mamat bs3r 12000000 fy alqahrh algdydh
"تاون هاوس للبيع فى ديار بارك 310 متر ب 4 أوض و 3 حمامات, بسعر 7600000 في القاهرة الجديدة",tawn haws llby3 fy dyar bark 310 mtr b 4 2w9d w 3 7mamat bs3r 7600000 fy alqahrh algdydh
"تاون هاوس للبيع فى ديار بارك 270 متر ب 4 أوض و 3 حمامات, بسعر 8400000 في القاهرة الجديدة",tawn haws llby3 fy dyar bark 270 mtr b 4 2w9d w 3 7mamat bs3r 8400000 fy alqahrh algdydh
"تاون هاوس للبيع فى ديار بارك 300 متر ب 4 أوض و 3 حمامات, بسعر 8500000 في القاهرة الجديدة",tawn haws llby3 fy dyar bark 300 mtr b 4 2w9d w 3 7mamat bs3r 8500000 fy alqahrh algdydh
"فيلا للبيع فى ديار بارك 352 متر ب 4 أوض و 3 حمامات, بسعر 13000000 في القاهرة الجديدة",fyla llby3 fy dyar bark 352 mtr b 4 2w9d w 3 7mamat bs3r 13000000 fy alqahrh algdydh
"تاون هاوس للبيع فى ديار بارك 280 متر ب 4 أوض و 3 حمامات, بسعر 8500000 في القاهرة الجديدة",tawn haws llby3 fy dyar bark 280 mtr b 4 2w9d w 3 7mamat bs3r 8500000 fy alqahrh algdydh
"تاون هاوس للبيع فى ديار بارك 260 متر ب أوضتين و حمامين, بسعر 9000000 في القاهرة الجديدة",tawn haws llby3 fy dyar bark 260 mtr b 2w9dtyn w 7mamyn bs3r 9000000 fy alqahrh algdydh
"تاون هاوس بحديقة خاصة للبيع  فى ديار بارك 285 متر ب 3 أوض و 4 حمامات, بسعر 10000000 في القاهرة الجديدة",tawn haws b7dyqh 5a9h llby3  fy dyar bark 285 mtr b 3 2w9d w 4 7mamat bs3r 10000000 fy alqahrh algdydh
"تاون هاوس للبيع فى ديار بارك 248 متر ب 5 أوض و 4 حمامات, بسعر 8500000 في القاهرة الجديدة",tawn haws llby3 fy dyar bark 248 mtr b 5 2w9d w 4 7mamat bs3r 8500000 fy alqahrh algdydh
"تاون هاوس فى ديار بارك 310 متر ب 5 أوض و 4 حمامات, بسعر 7700000 في القاهرة الجديدة",tawn haws fy dyar bark 310 mtr b 5 2w9d w 4 7mamat bs3r 7700000 fy alqahrh algdydh
"تاون هاوس فى ديار بارك 250 متر ب أوضتين و حمامين, بسعر 8000000 في القاهرة الجديدة",tawn haws fy dyar bark 250 mtr b 2w9dtyn w 7mamyn bs3r 8000000 fy alqahrh algdydh
"شقه بكمبوند جرين سكوير 135 متر ب 5 أوض و 4 حمامات, بسعر 2050000 في ماديناتي",shqh bkmbwnd gryn skwyr 135 mtr b 5 2w9d w 4 7mamat bs3r 2050000 fy madynaty
"شقه بحديقة خاصة بكمبوند جرين سكوير 225 متر ب 5 أوض و 4 حمامات, بسعر 3675000 في ماديناتي",shqh b7dyqh 5a9h bkmbwnd gryn skwyr 225 mtr b 5 2w9d w 4 7mamat bs3r 3675000 fy madynaty
"فيلا مستقلة فى ديار اركو 470 متر ب 4 أوض و 5 حمامات, بسعر 20000000 في القاهرة الجديدة",fyla mstqlh fy dyar arkw 470 mtr b 4 2w9d w 5 7mamat bs3r 20000000 fy alqahrh algdydh
"فيلا مستقلة فى ديار اركو 348 متر ب 5 أوض و 4 حمامات, بسعر 15000000 في القاهرة الجديدة",fyla mstqlh fy dyar arkw 348 mtr b 5 2w9d w 4 7mamat bs3r 15000000 fy alqahrh algdydh
"شقه للبيع بكمبوند جرين سكوير 135 متر ب 5 أوض و 4 حمامات, بسعر 1400000 في ماديناتي",shqh llby3 bkmbwnd gryn skwyr 135 mtr b 5 2w9d w 4 7mamat bs3r 1400000 fy madynaty
"فيلا مستقلة في ديار اركو 345 متر ب 3 أوض و 5 حمامات, بسعر 11000000 في القاهرة الجديدة",fyla mstqlh fy dyar arkw 345 mtr b 3 2w9d w 5 7mamat bs3r 11000000 fy alqahrh algdydh
"فيلا مستقلة  فى ديار اركو 625 متر ب 6 أوض و 5 حمامات, بسعر 36750000 في القاهرة الجديدة",fyla mstqlh  fy dyar arkw 625 mtr b 6 2w9d w 5 7mamat bs3r 36750000 fy alqahrh algdydh
"تاون هاوس كورنر في جرين سكوير 290 متر ب 4 أوض و 4 حمامات, بسعر 6300000 في ماديناتي",tawn haws kwrnr fy gryn skwyr 290 mtr b 4 2w9d w 4 7mamat bs3r 6300000 fy madynaty
"توين هاوس  فى ديار اركو 320 متر ب 4 أوض و 4 حمامات, بسعر 16000000 في القاهرة الجديدة",twyn haws  fy dyar arkw 320 mtr b 4 2w9d w 4 7mamat bs3r 16000000 fy alqahrh algdydh
"فيلا مستقلة فى ديار اركو 485 متر ب 3 أوض و حمامين, بسعر 22000000 في القاهرة الجديدة",fyla mstqlh fy dyar arkw 485 mtr b 3 2w9d w 7mamyn bs3r 22000000 fy alqahrh algdydh
"دوبلكس+رووف بكمبوند جرين سكوير 225 متر ب 3 أوض و حمامين, بسعر 3500000 في ماديناتي",dwblks+rwwf bkmbwnd gryn skwyr 225 mtr b 3 2w9d w 7mamyn bs3r 3500000 fy madynaty
"فيلا مستقلة ببدروم فى ديار اركو 550 متر ب 3 أوض و حمامين, بسعر 17000000 في القاهرة الجديدة",fyla mstqlh bbdrwm fy dyar arkw 550 mtr b 3 2w9d w 7mamyn bs3r 17000000 fy alqahrh algdydh
"فيلا مستقلة فى ديار اركو 345 متر ب 3 أوض و حمامين, بسعر 14500000 في القاهرة الجديدة",fyla mstqlh fy dyar arkw 345 mtr b 3 2w9d w 7mamyn bs3r 14500000 fy alqahrh algdydh
"فيلا مستقلة في ديار اركو 483 متر ب 3 أوض و حمامين, بسعر 18000000 في القاهرة الجديدة",fyla mstqlh fy dyar arkw 483 mtr b 3 2w9d w 7mamyn bs3r 18000000 fy alqahrh algdydh
"شقة فى لاميرادا 210 متر ب 3 أوض و حمامين, بسعر 50000000 في القاهرة الجديدة",shqh fy lamyrada 210 mtr b 3 2w9d w 7mamyn bs3r 50000000 fy alqahrh algdydh
